Ticker,Company,Country,BICS_L1,BICS_L2,BICS_L3,tags_en,tags_it
AWK,AMERICAN WATER WORKS CO INC,US,Utilities,Utilities,Gas & Water Utilities,utilities;electricity;water,utilities;elettricità;acqua
FLYW,FLYWIRE CORP-VOTING,US,Financials,Financial Services,Specialty Finance,banks;insurance;finance,banche;assicurazioni;finanza
SLNO,SOLENO THERAPEUTICS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
UDMY,UDEMY INC,US,Consumer Discretionary,Consumer Discretionary Services,Consumer Services,consumer;retail;autos,consumi;retail;auto
NUE,NUCOR CORP,US,Materials,Materials,Steel,materials;chemicals;metals,materiali;chimica;metalli
TCBI,TEXAS CAPITAL BANCSHARES INC,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
DRI,DARDEN RESTAURANTS INC,US,Consumer Discretionary,Consumer Discretionary Services,Leisure Facilities & Services,consumer;retail;autos,consumi;retail;auto
ACT,ENACT HOLDINGS INC,US,Financials,Financial Services,Specialty Finance,banks;insurance;finance,banche;assicurazioni;finanza
COST,COSTCO WHOLESALE CORP,US,Consumer Staples,Retail & Wholesale - Staples,Retail - Consumer Staples,food;beverages;household,alimentari;bevande;casa
NVEC,NVE CORP,US,Technology,Tech Hardware & Semiconductors,Semiconductors,other,altro
GE,GENERAL ELECTRIC,US,Industrials,Industrial Products,Aerospace & Defense,industrials;manufacturing;transport,industria;manifattura;trasporti
TDG,TRANSDIGM GROUP INC,US,Industrials,Industrial Products,Aerospace & Defense,industrials;manufacturing;transport,industria;manifattura;trasporti
O,REALTY INCOME CORP,US,Real Estate,Real Estate,REIT,real estate;property,immobiliare;proprietà
ARLP,ALLIANCE RESOURCE PARTNERS,US,Materials,Materials,Metals & Mining,materials;chemicals;metals,materiali;chimica;metalli
EOLS,EVOLUS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
BWFG,BANKWELL FINANCIAL GROUP INC,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
LNT,ALLIANT ENERGY CORP,US,Utilities,Utilities,Electric Utilities,utilities;electricity;water,utilities;elettricità;acqua
AIRO,AIRO GROUP HOLDINGS INC,US,Industrials,Industrial Products,Aerospace & Defense,industrials;manufacturing;transport,industria;manifattura;trasporti
CTSH,COGNIZANT TECH SOLUTIONS-A,US,Technology,Software & Tech Services,IT Services,other,altro
WFC,WELLS FARGO & CO,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
SIGA,SIGA TECHNOLOGIES INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
CTNM,CONTINEUM THERAPEUTICS INC-A,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
CI,THE CIGNA GROUP,US,Health Care,Health Care,Health Care Facilities & Svcs,healthcare;biotech;pharma,sanità;biotech;farmaceutica
FLY,FIREFLY AEROSPACE INC,US,Industrials,Industrial Products,Aerospace & Defense,industrials;manufacturing;transport,industria;manifattura;trasporti
FLWS,1-800-FLOWERS.COM INC-CL A,US,Consumer Discretionary,Retail & Whsle - Discretionary,E-Commerce Discretionary,consumer;retail;autos,consumi;retail;auto
NUVL,NUVALENT INC-A,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
SMLR,SEMLER SCIENTIFIC INC,US,Health Care,Health Care,Medical Equipment & Devices,healthcare;biotech;pharma,sanità;biotech;farmaceutica
GOSS,GOSSAMER BIO INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
DMAC,DIAMEDICA THERAPEUTICS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
SLAB,SILICON LABORATORIES INC,US,Technology,Tech Hardware & Semiconductors,Semiconductors,other,altro
RCAT,RED CAT HOLDINGS INC,US,Industrials,Industrial Products,Aerospace & Defense,industrials;manufacturing;transport,industria;manifattura;trasporti
TROW,T ROWE PRICE GROUP INC,US,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
APOG,APOGEE ENTERPRISES INC,US,Materials,Materials,Construction Materials,materials;chemicals;metals,materiali;chimica;metalli
FLNC,FLUENCE ENERGY INC,US,Energy,Renewable Energy,Renewable Energy,oil;gas;energy,petrolio;gas;energia
COLB,COLUMBIA BANKING SYSTEM INC,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
INV,INNVENTURE INC,US,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
CEP,CANTOR EQUITY PARTNERS INC,US,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
IRTC,IRHYTHM TECHNOLOGIES INC,US,Health Care,Health Care,Medical Equipment & Devices,healthcare;biotech;pharma,sanità;biotech;farmaceutica
TILE,INTERFACE INC,US,Consumer Discretionary,Consumer Discretionary Products,Home Construction,consumer;retail;autos,consumi;retail;auto
SNBR,SLEEP NUMBER CORP,US,Consumer Discretionary,Retail & Whsle - Discretionary,Retail - Discretionary,consumer;retail;autos,consumi;retail;auto
BXP,BXP INC,US,Real Estate,Real Estate,REIT,real estate;property,immobiliare;proprietà
KE,KIMBALL ELECTRONICS INC,US,Industrials,Industrial Products,Electrical Equipment,industrials;manufacturing;transport,industria;manifattura;trasporti
BSVN,BANK7 CORP,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
SBC,SBC MEDICAL GROUP HOLDINGS I,US,Health Care,Health Care,Health Care Facilities & Svcs,healthcare;biotech;pharma,sanità;biotech;farmaceutica
CLNE,CLEAN ENERGY FUELS CORP,US,Energy,Oil & Gas,Oil & Gas Supply Chain,oil;gas;energy,petrolio;gas;energia
JANX,JANUX THERAPEUTICS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
DMRC,DIGIMARC CORP,US,Technology,Software & Tech Services,Software,other,altro
TPR,TAPESTRY INC,US,Consumer Discretionary,Consumer Discretionary Products,Apparel & Textile Products,consumer;retail;autos,consumi;retail;auto
FWONA,LIBERTY MEDIA CORP-FORMULA-A,US,Communications,Media,Publishing & Broadcasting,other,altro
WLDN,WILLDAN GROUP INC,US,Industrials,Industrial Services,Commercial Support Services,industrials;manufacturing;transport,industria;manifattura;trasporti
PAGP,PLAINS GP HOLDINGS LP-CL A,US,Energy,Oil & Gas,Oil & Gas Supply Chain,oil;gas;energy,petrolio;gas;energia
PVBC,PROVIDENT BANCORP INC,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
JMSB,JOHN MARSHALL BANCORP INC,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
MSI,MOTOROLA SOLUTIONS INC,US,Technology,Tech Hardware & Semiconductors,Technology Hardware,other,altro
GILD,GILEAD SCIENCES INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
HTLD,HEARTLAND EXPRESS INC,US,Industrials,Industrial Services,Transportation & Logistics,industrials;manufacturing;transport,industria;manifattura;trasporti
IP,INTERNATIONAL PAPER CO,US,Materials,Materials,Containers & Packaging,materials;chemicals;metals,materiali;chimica;metalli
MVST,MICROVAST HOLDINGS INC,US,Consumer Discretionary,Consumer Discretionary Products,Automotive,consumer;retail;autos,consumi;retail;auto
BANF,BANCFIRST CORP,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
PSX,PHILLIPS 66,US,Energy,Oil & Gas,Oil & Gas Supply Chain,oil;gas;energy,petrolio;gas;energia
PTC,PTC INC,US,Technology,Software & Tech Services,Software,other,altro
MPB,MID PENN BANCORP INC,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
USCB,USCB FINANCIAL HOLDINGS INC,US,Financials,Financial Services,Specialty Finance,banks;insurance;finance,banche;assicurazioni;finanza
CDTX,CIDARA THERAPEUTICS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
CDNA,CAREDX INC,US,Health Care,Health Care,Medical Equipment & Devices,healthcare;biotech;pharma,sanità;biotech;farmaceutica
FMAO,FARMERS & MERCHANTS BANCO/OH,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
LOKV,LIVE OAK ACQUISITION CORP-A,US,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
NN,NEXTNAV INC,US,Technology,Tech Hardware & Semiconductors,Technology Hardware,other,altro
SKYW,SKYWEST INC,US,Industrials,Industrial Services,Transportation & Logistics,industrials;manufacturing;transport,industria;manifattura;trasporti
ASLE,AERSALE CORP,US,Industrials,Industrial Products,Aerospace & Defense,industrials;manufacturing;transport,industria;manifattura;trasporti
ARKO,ARKO CORP,US,Consumer Staples,Retail & Wholesale - Staples,Retail - Consumer Staples,food;beverages;household,alimentari;bevande;casa
MCHP,MICROCHIP TECHNOLOGY INC,US,Technology,Tech Hardware & Semiconductors,Semiconductors,other,altro
SNWV,SANUWAVE HEALTH INC,US,Health Care,Health Care,Medical Equipment & Devices,healthcare;biotech;pharma,sanità;biotech;farmaceutica
QDEL,QUIDELORTHO CORP,US,Health Care,Health Care,Medical Equipment & Devices,healthcare;biotech;pharma,sanità;biotech;farmaceutica
TSSI,TSS INC,US,Industrials,Industrial Services,Engineering & Construction,industrials;manufacturing;transport,industria;manifattura;trasporti
GIG,GIGCAPITAL7 CORP-A,US,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
ATYR,ATYR PHARMA INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
PCAR,PACCAR INC,US,Industrials,Industrial Products,Transportation Equipment,industrials;manufacturing;transport,industria;manifattura;trasporti
APLS,APELLIS PHARMACEUTICALS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
NAVI,NAVIENT CORP,US,Financials,Financial Services,Specialty Finance,banks;insurance;finance,banche;assicurazioni;finanza
TALK,TALKSPACE INC,US,Technology,Software & Tech Services,Software,other,altro
APPF,APPFOLIO INC - A,US,Technology,Software & Tech Services,Software,other,altro
TWNP,TWIN HOSPITALITY GRP INC,US,Consumer Discretionary,Consumer Discretionary Services,Leisure Facilities & Services,consumer;retail;autos,consumi;retail;auto
XGN,EXAGEN INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
PRTC,PURETECH HEALTH PLC - ADR,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
VTRS,VIATRIS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
BWB,BRIDGEWATER BANCSHARES INC,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
RXST,RXSIGHT INC,US,Health Care,Health Care,Medical Equipment & Devices,healthcare;biotech;pharma,sanità;biotech;farmaceutica
FRT,FEDERAL REALTY INVS TRUST,US,Real Estate,Real Estate,REIT,real estate;property,immobiliare;proprietà
OACC,OAKTREE ACQUISITION CORP I-A,US,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
MS,MORGAN STANLEY,US,Financials,Financial Services,Institutional Financial Svcs,banks;insurance;finance,banche;assicurazioni;finanza
ASST,ASSET ENTITIES INC-B,US,Communications,Media,Advertising & Marketing,other,altro
SGHT,SIGHT SCIENCES INC,US,Technology,Tech Hardware & Semiconductors,Technology Hardware,other,altro
TVAI,THAYER VENTURES ACQUIS CL A,US,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
LILAK,LIBERTY LATIN AMERIC-CL C,US,Communications,Media,Cable & Satellite,other,altro
WSBC,WESBANCO INC,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
NEE,NEXTERA ENERGY INC,US,Utilities,Utilities,Electric Utilities,utilities;electricity;water,utilities;elettricità;acqua
CTVA,CORTEVA INC,US,Materials,Materials,Chemicals,materials;chemicals;metals,materiali;chimica;metalli
OLMA,OLEMA PHARMACEUTICALS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
ACTG,ACACIA RESEARCH CORP,US,Industrials,Industrial Services,Commercial Support Services,industrials;manufacturing;transport,industria;manifattura;trasporti
NXST,NEXSTAR MEDIA GROUP INC,US,Communications,Media,Publishing & Broadcasting,other,altro
TWST,TWIST BIOSCIENCE CORP,US,Health Care,Health Care,Medical Equipment & Devices,healthcare;biotech;pharma,sanità;biotech;farmaceutica
GRAL,GRAIL INC,US,Health Care,Health Care,Medical Equipment & Devices,healthcare;biotech;pharma,sanità;biotech;farmaceutica
VERX,VERTEX INC - CLASS A,US,Technology,Software & Tech Services,Software,other,altro
PI,IMPINJ INC,US,Technology,Tech Hardware & Semiconductors,Semiconductors,other,altro
DLTR,DOLLAR TREE INC,US,Consumer Staples,Retail & Wholesale - Staples,Retail - Consumer Staples,food;beverages;household,alimentari;bevande;casa
FWONK,LIBERTY MEDIA CORP-FORMULA-C,US,Communications,Media,Publishing & Broadcasting,other,altro
PSMT,PRICESMART INC,US,Consumer Staples,Retail & Wholesale - Staples,Retail - Consumer Staples,food;beverages;household,alimentari;bevande;casa
MIRM,MIRUM PHARMACEUTICALS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
USB,US BANCORP,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
ATXS,ASTRIA THERAPEUTICS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
GTEN,GORES HOLDINGS X INC-CL A,US,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
MTCH,MATCH GROUP INC,US,Communications,Media,Internet Media & Services,other,altro
CLMB,CLIMB GLOBAL SOLUTIONS INC,US,Consumer Discretionary,Retail & Whsle - Discretionary,Wholesale - Discretionary,consumer;retail;autos,consumi;retail;auto
TRVI,TREVI THERAPEUTICS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
AUGO,AURA MINERALS INC,US,Materials,Materials,Metals & Mining,materials;chemicals;metals,materiali;chimica;metalli
KGEI,KOLIBRI GLOBAL ENERGY INC,US,Energy,Oil & Gas,Oil & Gas Supply Chain,oil;gas;energy,petrolio;gas;energia
WAT,WATERS CORP,US,Health Care,Health Care,Medical Equipment & Devices,healthcare;biotech;pharma,sanità;biotech;farmaceutica
SRCE,1ST SOURCE CORP,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
PBFS,PIONEER BANCORP INC/NY,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
ALGM,ALLEGRO MICROSYSTEMS INC,US,Technology,Tech Hardware & Semiconductors,Semiconductors,other,altro
CDZI,CADIZ INC,US,Industrials,Industrial Services,Industrial Support Services,industrials;manufacturing;transport,industria;manifattura;trasporti
IEP,ICAHN ENTERPRISES LP,US,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
CHDN,CHURCHILL DOWNS INC,US,Consumer Discretionary,Consumer Discretionary Services,Leisure Facilities & Services,consumer;retail;autos,consumi;retail;auto
VIR,VIR BIOTECHNOLOGY INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
RGEN,REPLIGEN CORP,US,Health Care,Health Care,Medical Equipment & Devices,healthcare;biotech;pharma,sanità;biotech;farmaceutica
PGR,PROGRESSIVE CORP,US,Financials,Insurance,Insurance,banks;insurance;finance,banche;assicurazioni;finanza
WBA,WALGREENS BOOTS ALLIANCE INC,US,Consumer Staples,Retail & Wholesale - Staples,Retail - Consumer Staples,food;beverages;household,alimentari;bevande;casa
LLYVK,LIBERTY MEDIA CORP-LIBERTY-C,US,Consumer Discretionary,Consumer Discretionary Services,Leisure Facilities & Services,consumer;retail;autos,consumi;retail;auto
TECH,BIO-TECHNE CORP,US,Health Care,Health Care,Medical Equipment & Devices,healthcare;biotech;pharma,sanità;biotech;farmaceutica
AROW,ARROW FINANCIAL CORP,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
CMCO,COLUMBUS MCKINNON CORP/NY,US,Industrials,Industrial Products,Machinery,industrials;manufacturing;transport,industria;manifattura;trasporti
GOOG,ALPHABET INC-CL C,US,Communications,Media,Internet Media & Services,other,altro
AIOT,POWERFLEET INC,US,Technology,Tech Hardware & Semiconductors,Technology Hardware,other,altro
GPAT,GP-ACT III ACQUISITION-A,US,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
IBKR,INTERACTIVE BROKERS GRO-CL A,US,Financials,Financial Services,Institutional Financial Svcs,banks;insurance;finance,banche;assicurazioni;finanza
PVLA,PALVELLA THERAPEUTICS INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
MSBI,MIDLAND STATES BANCORP INC,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
AFRM,AFFIRM HOLDINGS INC,US,Financials,Financial Services,Specialty Finance,banks;insurance;finance,banche;assicurazioni;finanza
MTRX,MATRIX SERVICE CO,US,Energy,Oil & Gas,Oil & Gas Services & Equip,oil;gas;energy,petrolio;gas;energia
MMC,MARSH & MCLENNAN COS,US,Financials,Insurance,Insurance,banks;insurance;finance,banche;assicurazioni;finanza
LWAC,LIGHTWAVE ACQUISITION CORP-A,US,Financials,Financial Services,Asset Management,banks;insurance;finance,banche;assicurazioni;finanza
AMBA,AMBARELLA INC,US,Technology,Tech Hardware & Semiconductors,Semiconductors,other,altro
IMVT,IMMUNOVANT INC,US,Health Care,Health Care,Biotech & Pharma,healthcare;biotech;pharma,sanità;biotech;farmaceutica
OSBC,OLD SECOND BANCORP INC,US,Financials,Banking,Banking,banks;insurance;finance,banche;assicurazioni;finanza
