Ticker,Name,Market Cap,GICS Sector,BICS L1 Sect Nm,BICS L2 IG Nm,BICS L3 Ind Nm,BICS L4 Sub Ind Nm,BICS L5 Seg Nm,Cntry Terrtry Of Dom,Security
CENT US Equity,CENTRAL GARDEN & PET CO,"2053381074,79","30,00",Consumer Staples,Consumer Staple Products,Household Products,Home Products,#N/A N/A,US,Central Garden & Pet Co
BTBT US Equity,BIT DIGITAL INC,"945012221,07","45,00",Financials,Financial Services,Asset Management,Investment Companies,Cryptocurrency Investment Co,US,Bit Digital Inc
EXPE US Equity,EXPEDIA GROUP INC,"25568299312,08","25,00",Communications,Media,Internet Media & Services,Internet Media & Services,Travel Info & Booking Web,US,Expedia Group Inc
DASH US Equity,DOORDASH INC - A,"107351132403,71","25,00",Communications,Media,Internet Media & Services,Internet Media & Services,Online Transport & Delivery Svcs,US,DoorDash Inc
LWAY US Equity,LIFEWAY FOODS INC,"464561128,69","30,00",Consumer Staples,Consumer Staple Products,Food,Packaged Food,Dairy Products,US,Lifeway Foods Inc
SMTI US Equity,SANARA MEDTECH INC,"281136243,90","35,00",Health Care,Health Care,Medical Equipment & Devices,Health Care Supplies,Surgical Appliances & Supplies,US,Sanara Medtech Inc
DRS US Equity,LEONARDO DRS INC,"11371462880,82","20,00",Industrials,Industrial Products,Aerospace & Defense,Defense,#N/A N/A,US,Leonardo DRS Inc
ABT US Equity,ABBOTT LABORATORIES,"226729603189,82","35,00",Health Care,Health Care,Medical Equipment & Devices,Medical Devices,Cardiovascular Devices,US,Abbott Laboratories
ESQ US Equity,ESQUIRE FINANCIAL HOLDINGS I,"828069383,50","40,00",Financials,Banking,Banking,Banks,#N/A N/A,US,Esquire Financial Holdings Inc
CBRE US Equity,CBRE GROUP INC - A,"46965973568,32","60,00",Real Estate,Real Estate,Real Estate Services,Real Estate Services,Property Management,US,CBRE Group Inc
RWAY US Equity,RUNWAY GROWTH FINANCE CORP,"385707130,80","40,00",Financials,Financial Services,Asset Management,Investment Companies,BDCs,US,Runway Growth Finance Corp
ERII US Equity,ENERGY RECOVERY INC,"758077000,50","20,00",Industrials,Industrial Products,Machinery,Pollution Control Equipment,Water Purification Equipment,US,Energy Recovery Inc
AIRJ US Equity,AIRJOULE TECHNOLOGIES CORP,"310348373,52","20,00",Industrials,Industrial Products,Electrical Equipment,Comml & Res Bldg Equip & Sys,HVAC Building Products,US,AirJoule Technologies Corp
NAKA US Equity,KINDLY MD INC,"4520959134,45","35,00",Health Care,Health Care,Health Care Facilities & Svcs,Health Care Services,#N/A N/A,US,Kindly MD Inc
RUSHB US Equity,RUSH ENTERPRISES INC - CL B,"4390217208,40","20,00",Industrials,Industrial Services,Industrial Support Services,Industrial Wholesale & Rental,Industrial Machinery Whslrs,US,Rush Enterprises Inc
RF US Equity,REGIONS FINANCIAL CORP,"22923402090,80","40,00",Financials,Banking,Banking,Banks,#N/A N/A,US,Regions Financial Corp
OTIS US Equity,OTIS WORLDWIDE CORP,"34384755052,24","20,00",Industrials,Industrial Products,Electrical Equipment,Comml & Res Bldg Equip & Sys,Elevator & Moving Stairway,US,Otis Worldwide Corp
NATH US Equity,NATHAN'S FAMOUS INC,"430257343,36","25,00",Consumer Staples,Consumer Staple Products,Food,Packaged Food,Meat Products,US,Nathan's Famous Inc
CENTA US Equity,CENTRAL GARDEN AND PET CO-A,"2053381074,79","30,00",Consumer Staples,Consumer Staple Products,Household Products,Home Products,#N/A N/A,US,Central Garden & Pet Co
NOC US Equity,NORTHROP GRUMMAN CORP,"83736272581,94","20,00",Industrials,Industrial Products,Aerospace & Defense,Defense,#N/A N/A,US,Northrop Grumman Corp
ATEX US Equity,ANTERIX INC,"416585523,12","50,00",Technology,Tech Hardware & Semiconductors,Technology Hardware,Communications Equipment,Telecommunications Equipment,US,Anterix Inc
DXPE US Equity,DXP ENTERPRISES INC,"1907145035,00","20,00",Industrials,Industrial Services,Industrial Support Services,Industrial Wholesale & Rental,Industrial Equip & Sply Whslrs,US,DXP Enterprises Inc/TX
INVA US Equity,INNOVIVA INC,"1309576714,19","35,00",Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,US,Innoviva Inc
CHAC US Equity,CRANE HARBOR ACQU CORP - A,"300632521,99",,Financials,Financial Services,Asset Management,Investment Companies,Blank Check,US,Crane Harbor Acquisition Corp
RTX US Equity,RTX CORP,"208143254098,50","20,00",Industrials,Industrial Products,Aerospace & Defense,Defense,#N/A N/A,US,RTX Corp
TOI US Equity,ONCOLOGY INSTITUTE INC/THE,"377759255,11","35,00",Health Care,Health Care,Health Care Facilities & Svcs,Health Care Facilities,Specialty Facilities,US,Oncology Institute Inc/The
ELV US Equity,ELEVANCE HEALTH INC,"69652154642,54","35,00",Health Care,Health Care,Health Care Facilities & Svcs,Managed Care,#N/A N/A,US,Elevance Health Inc
D US Equity,DOMINION ENERGY INC,"51547392252,24","55,00",Utilities,Utilities,Electric Utilities,Integrated Electric Utilities,#N/A N/A,US,Dominion Energy Inc
TGT US Equity,TARGET CORP,"47685699923,34","30,00",Consumer Staples,Retail & Wholesale - Staples,Retail - Consumer Staples,Mass Merchants,Supercenters,US,Target Corp
HIG US Equity,HARTFORD INSURANCE GROUP INC,"36484832538,04","40,00",Financials,Insurance,Insurance,P&C Insurance,P&C Insurance Premiums,US,Hartford Insurance Group Inc/T
DHI US Equity,DR HORTON INC,"49238083141,40","25,00",Consumer Discretionary,Consumer Discretionary Products,Home Construction,Homebuilding,Single Family Homebuilding,US,DR Horton Inc
RBBN US Equity,RIBBON COMMUNICATIONS INC,"690619220,19","45,00",Technology,Tech Hardware & Semiconductors,Technology Hardware,Communications Equipment,Telecommunications Equipment,US,Ribbon Communications Inc
XYZ US Equity,BLOCK INC,"46773382366,33","40,00",Financials,Financial Services,Specialty Finance,Other Financial Services,Financial Transaction Processors,US,Block Inc
FBIZ US Equity,FIRST BUSINESS FINANCIAL SER,"407350610,37","40,00",Financials,Banking,Banking,Banks,#N/A N/A,US,First Business Financial Servi
ALB US Equity,ALBEMARLE CORP,"9778274388,91","15,00",Materials,Materials,Chemicals,Specialty Chemicals,#N/A N/A,US,Albemarle Corp
CCCX US Equity,CHURCHILL CAPITAL CORP X-A,"538197000,00",,Financials,Financial Services,Asset Management,Investment Companies,Blank Check,US,Churchill Capital Corp X
MMSI US Equity,MERIT MEDICAL SYSTEMS INC,"5102319337,59","35,00",Health Care,Health Care,Medical Equipment & Devices,Medical Devices,Cardiovascular Devices,US,Merit Medical Systems Inc
GCBC US Equity,GREENE COUNTY BANCORP INC,"396725079,41","40,00",Financials,Banking,Banking,Banks,#N/A N/A,US,Greene County Bancorp Inc
GS US Equity,GOLDMAN SACHS GROUP INC,"229721005564,05","40,00",Financials,Financial Services,Institutional Financial Svcs,Institutional Brokerage,Trading & Principal Investment,US,Goldman Sachs Group Inc/The
TJX US Equity,TJX COMPANIES INC,"148443812205,77","25,00",Consumer Discretionary,Retail & Whsle - Discretionary,Retail - Discretionary,Specialty Apparel Stores,Off-Price Apparel,US,TJX Cos Inc/The
ABEO US Equity,ABEONA THERAPEUTICS INC,"354334696,67","35,00",Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,US,Abeona Therapeutics Inc
NTRA US Equity,NATERA INC,"22117531444,20","35,00",Health Care,Health Care,Medical Equipment & Devices,Life Science & Diagnostics,In Vitro Diagnostics,US,Natera Inc
BLMN US Equity,BLOOMIN' BRANDS INC,"612492638,40","25,00",Consumer Discretionary,Consumer Discretionary Services,Leisure Facilities & Services,Restaurants,Full Service Restaurants,US,Bloomin' Brands Inc
DNUT US Equity,KRISPY KREME INC,"606047993,47","25,00",Consumer Discretionary,Consumer Discretionary Services,Leisure Facilities & Services,Restaurants,Limited Service Restaurants,US,Krispy Kreme Inc
VCIC US Equity,VINE HILL CAPITAL-CLASS A,"305653342,52",,Financials,Financial Services,Asset Management,Investment Companies,Blank Check,US,Vine Hill Capital Investment C
RELY US Equity,REMITLY GLOBAL INC,"4097059394,83","40,00",Financials,Financial Services,Specialty Finance,Other Financial Services,Financial Transaction Processors,US,Remitly Global Inc
VLO US Equity,VALERO ENERGY CORP,"42500264338,21","10,00",Energy,Oil & Gas,Oil & Gas Supply Chain,Refining & Marketing,Petroleum Refining,US,Valero Energy Corp
IFF US Equity,INTL FLAVORS & FRAGRANCES,"16738108634,41","15,00",Materials,Materials,Chemicals,Specialty Chemicals,Flavors & Fragrances,US,International Flavors & Fragra
TNXP US Equity,TONIX PHARMACEUTICALS HOLDIN,"351249450,04","35,00",Health Care,Health Care,Biotech & Pharma,Specialty & Generic Pharma,Specialty Pharma,US,Tonix Pharmaceuticals Holding
DSGN US Equity,DESIGN THERAPEUTICS INC,"307519885,83","35,00",Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,US,Design Therapeutics Inc
PROK US Equity,PROKIDNEY CORP,"747477439,71","35,00",Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,US,ProKidney Corp
MZTI US Equity,MARZETTI COMPANY/THE,"4976480038,56","30,00",Consumer Staples,Consumer Staple Products,Food,Packaged Food,"Sauces, Dressings & Condiments",US,Marzetti Company/The
PM US Equity,PHILIP MORRIS INTERNATIONAL,"259327793044,87","30,00",Consumer Staples,Consumer Staple Products,Tobacco & Cannabis,Tobacco,Tobacco Products,US,Philip Morris International In
ARTNA US Equity,ARTESIAN RESOURCES CORP-CL A,"338907848,16","55,00",Utilities,Utilities,Gas & Water Utilities,Water Utilities,Water Supply Networks,US,Artesian Resources Corp
GIS US Equity,GENERAL MILLS INC,"26386746621,88","30,00",Consumer Staples,Consumer Staple Products,Food,Packaged Food,#N/A N/A,US,General Mills Inc
TMDX US Equity,TRANSMEDICS GROUP INC,"4283453283,42","35,00",Health Care,Health Care,Medical Equipment & Devices,Medical Equipment,#N/A N/A,US,TransMedics Group Inc
JCAP US Equity,JEFFERSON CAPITAL INC,"1104729127,38","40,00",Financials,Financial Services,Specialty Finance,Other Financial Services,#N/A N/A,US,Jefferson Capital Inc
SKIN US Equity,BEAUTY HEALTH CO/THE,"277747626,69","30,00",Consumer Staples,Consumer Staple Products,Household Products,Personal Care Products,Cosmetics,US,Beauty Health Co/The
TBRG US Equity,TRUBRIDGE INC,"290325158,57","35,00",Technology,Software & Tech Services,Software,Application Software,Specialty Software,US,TruBridge Inc
PAA US Equity,PLAINS ALL AMER PIPELINE LP,"12300794704,51","10,00",Energy,Oil & Gas,Oil & Gas Supply Chain,Midstream - Oil & Gas,#N/A N/A,US,Plains All American Pipeline L
HAS US Equity,HASBRO INC,"11430354335,40","25,00",Consumer Discretionary,Consumer Discretionary Products,Leisure Products,Toys & Games,#N/A N/A,US,Hasbro Inc
APGE US Equity,APOGEE THERAPEUTICS INC,"2199107583,04","35,00",Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,US,Apogee Therapeutics Inc
COF US Equity,CAPITAL ONE FINANCIAL CORP,"138263639605,55","40,00",Financials,Financial Services,Specialty Finance,Consumer Finance,Credit Card Lending,US,Capital One Financial Corp
MTSI US Equity,MACOM TECHNOLOGY SOLUTIONS H,"9275398275,82","45,00",Technology,Tech Hardware & Semiconductors,Semiconductors,Semiconductor Devices,Analog ICs,US,MACOM Technology Solutions Hol
MBIN US Equity,MERCHANTS BANCORP/IN,"1480264798,06","40,00",Financials,Banking,Banking,Banks,#N/A N/A,US,Merchants Bancorp/IN
EWTX US Equity,EDGEWISE THERAPEUTICS INC,"1474839912,00","35,00",Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,US,Edgewise Therapeutics Inc
FFBC US Equity,FIRST FINANCIAL BANCORP,"2363207663,30","40,00",Financials,Banking,Banking,Banks,#N/A N/A,US,First Financial Bancorp
CPB US Equity,THE CAMPBELL'S COMPANY,"9641523339,97","30,00",Consumer Staples,Consumer Staple Products,Food,Packaged Food,#N/A N/A,US,The Campbell's Company
AENT US Equity,ALLIANCE ENTERTAINMENT HOLDI,"297759096,09","25,00",Consumer Discretionary,Retail & Whsle - Discretionary,Wholesale - Discretionary,Other Wholesalers,Toys & Games Whslrs,US,Alliance Entertainment Holding
SFD US Equity,SMITHFIELD FOODS INC,"10028305347,59","30,00",Consumer Staples,Consumer Staple Products,Food,Packaged Food,Meat Products,US,Smithfield Foods Inc
GWW US Equity,WW GRAINGER INC,"46786153057,28","20,00",Industrials,Industrial Services,Industrial Support Services,Industrial Wholesale & Rental,Industrial Equip & Sply Whslrs,US,WW Grainger Inc
CARR US Equity,CARRIER GLOBAL CORP,"56584506614,15","20,00",Industrials,Industrial Products,Electrical Equipment,Comml & Res Bldg Equip & Sys,HVAC Building Products,US,Carrier Global Corp
TSHA US Equity,TAYSHA GENE THERAPIES INC,"799289031,26","35,00",Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,US,Taysha Gene Therapies Inc
WTFC US Equity,WINTRUST FINANCIAL CORP,"8611402955,64","40,00",Financials,Banking,Banking,Banks,#N/A N/A,US,Wintrust Financial Corp
AWK US Equity,AMERICAN WATER WORKS CO INC,"28988107304,41","55,00",Utilities,Utilities,Gas & Water Utilities,Water Utilities,Water Supply Networks,US,American Water Works Co Inc
FLYW US Equity,FLYWIRE CORP-VOTING,"1547225678,44","40,00",Financials,Financial Services,Specialty Finance,Other Financial Services,Financial Transaction Processors,US,Flywire Corp
SLNO US Equity,SOLENO THERAPEUTICS INC,"3618643468,19","35,00",Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,US,Soleno Therapeutics Inc
UDMY US Equity,UDEMY INC,"1046391990,70","25,00",Consumer Discretionary,Consumer Discretionary Services,Consumer Services,Educational Services,#N/A N/A,US,Udemy Inc
NUE US Equity,NUCOR CORP,"33202301007,58","15,00",Materials,Materials,Steel,Steel Producers,#N/A N/A,US,Nucor Corp
TCBI US Equity,TEXAS CAPITAL BANCSHARES INC,"3859446579,63","40,00",Financials,Banking,Banking,Banks,#N/A N/A,US,Texas Capital Bancshares Inc
DRI US Equity,DARDEN RESTAURANTS INC,"23949759452,21","25,00",Consumer Discretionary,Consumer Discretionary Services,Leisure Facilities & Services,Restaurants,Full Service Restaurants,US,Darden Restaurants Inc
ACT US Equity,ENACT HOLDINGS INC,"5499009140,80","40,00",Financials,Financial Services,Specialty Finance,Mortgage Finance,Mortgage Insurance,US,Enact Holdings Inc
COST US Equity,COSTCO WHOLESALE CORP,"434319273347,02","30,00",Consumer Staples,Retail & Wholesale - Staples,Retail - Consumer Staples,Mass Merchants,Warehouse Clubs,US,Costco Wholesale Corp
NVEC US Equity,NVE CORP,"308030732,36","45,00",Technology,Tech Hardware & Semiconductors,Semiconductors,Semiconductor Devices,Memory ICs,US,NVE Corp
GE US Equity,GENERAL ELECTRIC,"284674966384,97","20,00",Industrials,Industrial Products,Aerospace & Defense,Aircraft & Parts,Aircraft Parts,US,General Electric Co
TDG US Equity,TRANSDIGM GROUP INC,"78334786015,34","20,00",Industrials,Industrial Products,Aerospace & Defense,Aircraft & Parts,Aircraft Parts,US,TransDigm Group Inc
O US Equity,REALTY INCOME CORP,"52910892278,11","60,00",Real Estate,Real Estate,REIT,Retail REIT,Single Tenant REIT,US,Realty Income Corp
ARLP US Equity,ALLIANCE RESOURCE PARTNERS,"3065577040,66","10,00",Materials,Materials,Metals & Mining,Coal Mining,Thermal Coal,US,Alliance Resource Partners LP
EOLS US Equity,EVOLUS INC,"432745456,81","35,00",Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,US,Evolus Inc
BWFG US Equity,BANKWELL FINANCIAL GROUP INC,"317618499,36","40,00",Financials,Banking,Banking,Banks,#N/A N/A,US,Bankwell Financial Group Inc
LNT US Equity,ALLIANT ENERGY CORP,"16556527374,03","55,00",Utilities,Utilities,Electric Utilities,Integrated Electric Utilities,#N/A N/A,US,Alliant Energy Corp
AIRO US Equity,AIRO GROUP HOLDINGS INC,"660025748,28","20,00",Industrials,Industrial Products,Aerospace & Defense,Aircraft & Parts,#N/A N/A,US,AIRO Group Holdings Inc
CTSH US Equity,COGNIZANT TECH SOLUTIONS-A,"34236555183,70","45,00",Technology,Software & Tech Services,IT Services,IT Services,IT Services - Commercial,US,Cognizant Technology Solutions
WFC US Equity,WELLS FARGO & CO,"248074495045,86","40,00",Financials,Banking,Banking,Banks,#N/A N/A,US,Wells Fargo & Co
SIGA US Equity,SIGA TECHNOLOGIES INC,"638725552,22","35,00",Health Care,Health Care,Biotech & Pharma,Specialty & Generic Pharma,Specialty Pharma,US,SIGA Technologies Inc
CTNM US Equity,CONTINEUM THERAPEUTICS INC-A,"227139360,20","35,00",Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,US,Contineum Therapeutics Inc
CI US Equity,THE CIGNA GROUP,"79629985289,04","35,00",Health Care,Health Care,Health Care Facilities & Svcs,Managed Care,#N/A N/A,US,Cigna Group/The
FLY US Equity,FIREFLY AEROSPACE INC,"6984140372,79","20,00",Industrials,Industrial Products,Aerospace & Defense,Defense,Missile & Space Vehicles,US,Firefly Aerospace Inc
FLWS US Equity,1-800-FLOWERS.COM INC-CL A,"354048884,15","25,00",Consumer Discretionary,Retail & Whsle - Discretionary,E-Commerce Discretionary,Specialty Online Retailers,Flowers - Online,US,1-800-Flowers.com Inc
NUVL US Equity,NUVALENT INC-A,"5408583977,40","35,00",Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,US,Nuvalent Inc
SMLR US Equity,SEMLER SCIENTIFIC INC,"499806410,83","35,00",Health Care,Health Care,Medical Equipment & Devices,Medical Equipment,#N/A N/A,US,Semler Scientific Inc
GOSS US Equity,GOSSAMER BIO INC,"452487414,08","35,00",Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,US,Gossamer Bio Inc
DMAC US Equity,DIAMEDICA THERAPEUTICS INC,"297728150,71","35,00",Health Care,Health Care,Biotech & Pharma,Biotech,#N/A N/A,US,DiaMedica Therapeutics Inc
SLAB US Equity,SILICON LABORATORIES INC,"4341137139,58","45,00",Technology,Tech Hardware & Semiconductors,Semiconductors,Semiconductor Devices,#N/A N/A,US,Silicon Laboratories Inc
RCAT US Equity,RED CAT HOLDINGS INC,"916833470,78","45,00",Industrials,Industrial Products,Aerospace & Defense,Aircraft & Parts,Aircraft Parts,US,Red Cat Holdings Inc
TROW US Equity,T ROWE PRICE GROUP INC,"23430433166,14","40,00",Financials,Financial Services,Asset Management,Investment Management,#N/A N/A,US,T Rowe Price Group Inc
APOG US Equity,APOGEE ENTERPRISES INC,"924910307,49","20,00",Materials,Materials,Construction Materials,Building Materials,Building Glass,US,Apogee Enterprises Inc
FLNC US Equity,FLUENCE ENERGY INC,"1470999879,32","20,00",Energy,Renewable Energy,Renewable Energy,Renewable Energy Equipment,Other Renewable Energy Equip,US,Fluence Energy Inc
COLB US Equity,COLUMBIA BANKING SYSTEM INC,"5419467354,66","40,00",Financials,Banking,Banking,Banks,#N/A N/A,US,Columbia Banking System Inc
INV US Equity,INNVENTURE INC,"233066296,09","40,00",Financials,Financial Services,Asset Management,Investment Companies,Investment Holding Companies,US,Innventure Inc
CEP US Equity,CANTOR EQUITY PARTNERS INC,"274907005,50",,Financials,Financial Services,Asset Management,Investment Companies,Blank Check,US,Cantor Equity Partners Inc
